Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
718,Zenaida graysoni,Columbidae,Columbiformes,AVIBASE-5428D897,3,2,1,0,2,22.4,11.6,4.3,4.2,29.0,147.0,38.8,108.2,26.4,134.0,192.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Generalist,NA,NA,NA,NA,NA
717,Zenaida macroura,Columbidae,Columbiformes,AVIBASE-00124D98,15,5,7,3,6,19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,118.9,Dunning,NA,NO,NA,NA,Human Modified,3,1,Herbivore,Granivore,Terrestrial,7.45,56.32,39.64,-99.32,11131808.01
713,Zenaida meloda,Columbidae,Columbiformes,AVIBASE-542D7AFA,4,1,3,0,4,23.1,13.5,3.9,4.4,25.0,158.0,52.8,105.2,33.3,100.8,209.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist,-30.48,-0.59,-15.94,-74.36,265815.10
707,Zentrygon albifacies,Columbidae,Columbiformes,AVIBASE-AE2BFE95,5,2,3,0,4,24.7,10.9,3.7,4.4,43.3,141.4,35.3,105.0,25.2,80.2,238.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,13.00,21.83,16.08,-91.79,192106.95
704,Zentrygon carrikeri,Columbidae,Columbiformes,AVIBASE-3A16532D,2,0,2,0,2,25.2,10.9,5.7,4.9,42.1,146.5,33.9,112.6,23.1,92.5,267.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,18.29,18.57,18.38,-94.94,127.54
710,Zentrygon chiriquensis,Columbidae,Columbiformes,AVIBASE-E9476773,4,1,2,1,4,24.8,9.2,3.5,4.4,42.3,148.2,31.8,116.5,21.4,80.8,308.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,8.36,10.98,9.41,-83.19,16384.72
705,Zentrygon costaricensis,Columbidae,Columbiformes,AVIBASE-944159C3,5,2,3,0,4,22.8,9.6,3.5,4.4,41.3,139.2,27.9,112.2,19.9,77.8,285.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,8.41,10.98,9.38,-83.18,16523.84
708,Zentrygon frenata,Columbidae,Columbiformes,AVIBASE-ADE69C27,15,5,3,7,4,26.8,11.9,4.6,5.7,42.3,155.8,28.5,127.6,18.2,100.7,307.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-24.36,6.06,-8.20,-74.15,442995.43
711,Zentrygon goldmani,Columbidae,Columbiformes,AVIBASE-1751C006,4,2,2,0,4,19.9,10.8,5.0,5.2,42.1,141.5,26.1,115.4,18.4,85.0,258.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial,7.07,9.38,7.83,-77.64,6012.31
706,Zentrygon lawrencii,Columbidae,Columbiformes,AVIBASE-DCC794E5,4,2,0,2,4,21.6,9.6,3.4,4.5,40.3,137.5,33.4,104.1,24.3,74.2,220.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,7.92,11.04,9.36,-82.34,7970.03
709,Zentrygon linearis,Columbidae,Columbiformes,AVIBASE-A7F898C1,4,2,2,0,4,23.4,9.7,3.5,4.8,41.2,150.5,30.1,120.3,20.0,93.8,261.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial,1.68,11.35,7.84,-71.17,162092.83
